item_no,sku,qty,description,product_family,product_type,product_dimension,ports,port_speed,poe_type,stacking,management,switch_layer,power_consumption,flash_memory,buffer_memory,throughput,latency,management_interface,network_interface,performance_tier,service_category,list_price_usd,street_price_usd,partner_price_usd,warranty_period,support_type,processor,operating_temp,storage_temp,humidity,compliance,package_contents,width,depth,height,weight_kg,availability,end_of_sale,orderability,duration,item_identifier,service_program,sheet,workbook,family,commercial_name,product_line,dimension,subscription_type,offer_type,product_name,wifi_standard,indoor_outdoor,antenna,radios,max_throughput,poe,controller_compat,eol_status,release_year
661,LIC-MS225-48-5YR,1,"Meraki MS225-48 Enterprise License and Support, 5YR",Switches,Meraki MS License,License,48,1G,,No,License,L3,700,512MB,8MB,100Gbps,3.0μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,10110.3,9353.117457784816,7566.567718539525,Lifetime,NBD,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",27.51,36.55,4.63,5.63,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48 Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
662,LIC-MS225-48-7YR,1,"Meraki MS225-48 Enterprise License and Support, 7YR",Switches,Meraki MS License,License,48,Multi-Gig,,No,License,L3,1108,256MB,2MB,50Gbps,2.5μs,"USB, Network",48 x Multi-Gig Ethernet,Performance,CORE,1478.36,1374.670365243917,1135.508260576603,1 Year,Next Day,ARM 1.2GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",38.48,36.68,1.31,11.38,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48 Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
664,LIC-MS225-48FP-10Y,1,"Meraki MS225-48FP Enterprise License and Support, 10YR",Switches,Meraki MS License,License,48,10G,PoE++,No,License,L3,129,256MB,2MB,100Gbps,3.0μs,"USB, Network",48 x 10G Ethernet,Premium,CORE,29098.77,24905.0486758845,24594.15092100011,3 Years,4HR,x86 1.8GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",31.05,37.12,2.79,11.4,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48FP Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
669,LIC-MS225-48FP-1D,1,Meraki MS225-48FP Enterprise License and Support-1 Day,Switches,Meraki MS License,License,48,Multi-Gig,PoE+,No,License,L3,1151,128MB,1MB,200Gbps,2.5μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,26058.65,24739.09450374641,19448.82823049,1 Year,Next Day,x86 1.8GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",23.85,39.23,2.35,5.56,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS225-48FP Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
665,LIC-MS225-48FP-1YR,1,"Meraki MS225-48FP Enterprise License and Support, 1YR",Switches,Meraki MS License,License,48,Multi-Gig,PoE++,No,License,L3,439,512MB,2MB,100Gbps,2.0μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,6881.24,6283.018886058217,5306.787678177931,Lifetime,4HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",25.87,31.24,1.3,3.35,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48FP Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
666,LIC-MS225-48FP-3YR,1,"Meraki MS225-48FP Enterprise License and Support, 3YR",Switches,Meraki MS License,License,48,1G,PoE++,Yes,License,L3,84,128MB,4MB,400Gbps,3.0μs,"Console, USB, Network",48 x 1G Ethernet,Performance,CORE,354.77,335.1365153447808,279.6637246036358,5 Years,24HR,x86 1.8GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",44.86,24.04,4.35,3.2,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48FP Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
667,LIC-MS225-48FP-5YR,1,"Meraki MS225-48FP Enterprise License and Support, 5YR",Switches,Meraki MS License,License,48,1G,PoE+,No,License,L3,875,128MB,8MB,400Gbps,2.5μs,"USB, Network",48 x 1G Ethernet,Premium,CORE,264.32,236.8283811609543,205.3116792781946,Lifetime,24HR,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",23.92,34.42,3.1,2.8,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48FP Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
668,LIC-MS225-48FP-7YR,1,"Meraki MS225-48FP Enterprise License and Support, 7YR",Switches,Meraki MS License,License,48,1G,UPOE,Yes,License,L3,731,256MB,2MB,200Gbps,2.0μs,"USB, Network",48 x 1G Ethernet,Essential,CORE,15377.51,13157.18663578794,12081.87315930989,5 Years,4HR,ARM 1.5GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",34.22,21.23,4.05,5.41,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48FP Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
670,LIC-MS225-48LP-10Y,1,"Meraki MS225-48LP Enterprise License and Support, 10YR",Switches,Meraki MS License,License,48,1G,UPOE,No,License,L3,359,64MB,2MB,200Gbps,1.5μs,"Console, Network",48 x 1G Ethernet,Essential,CORE,7502.33,6951.691415487068,6371.789157918337,Lifetime,NBD,x86 1.0GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",20.93,28.57,1.61,2.19,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48LP Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
675,LIC-MS225-48LP-1D,1,Meraki MS225-48LP Enterprise License and Support-1 Day,Switches,Meraki MS License,License,48,1G,PoE+,No,License,L3,446,128MB,8MB,100Gbps,2.0μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,15339.32,13866.94711221121,12739.79932707433,1 Year,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",17.86,30.74,1.94,8.54,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS225-48LP Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
671,LIC-MS225-48LP-1YR,1,"Meraki MS225-48LP Enterprise License and Support, 1YR",Switches,Meraki MS License,License,48,10G,PoE++,No,License,L3,914,512MB,8MB,100Gbps,2.0μs,"Console, Network",48 x 10G Ethernet,Performance,CORE,16113.17,15179.19902057479,12651.2925113173,5 Years,Next Day,x86 1.0GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",24.85,32.33,4.32,3.66,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48LP Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
1495,LIC-MS225-48LP-3YR,1,"Meraki MS225-48LP Enterprise License and Support, 3YR",Switches,MS License,License,48,10G,PoE+,No,License,L3,430,256MB,1MB,200Gbps,1.5μs,"USB, Network",48 x 10G Ethernet,Performance,CORE,486.17,434.1323888432984,376.4978672569703,Lifetime,Next Day,ARM 1.2GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",18.89,30.49,2.33,5.74,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48LP Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
673,LIC-MS225-48LP-5YR,1,"Meraki MS225-48LP Enterprise License and Support, 5YR",Switches,Meraki MS License,License,48,10G,PoE+,No,License,L3,899,128MB,4MB,200Gbps,1.5μs,"USB, Network",48 x 10G Ethernet,Performance,CORE,410.04,375.2097661167342,311.4727961654934,5 Years,Next Day,ARM 1.2GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",27.76,21.78,2.36,9.42,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48LP Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
674,LIC-MS225-48LP-7YR,1,"Meraki MS225-48LP Enterprise License and Support, 7YR",Switches,Meraki MS License,License,48,10G,PoE++,No,License,L3,170,64MB,8MB,400Gbps,3.0μs,"Console, Network",48 x 10G Ethernet,Performance,CORE,5606.9,5157.090753987262,4032.037607986093,3 Years,NBD,ARM 1.2GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",25.03,21.3,4.39,13.2,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS225-48LP Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
234,LIC-MS22P-10YR,1,"EOS Meraki MS22P Enterprise License and Support, 10YR",Switches,Meraki MS License,License,8,1G,UPOE,Yes,License,L3,445,128MB,8MB,100Gbps,2.0μs,"Console, Network",8 x 1G Ethernet,Premium,CORE,982.43,862.2686034464011,751.411549570436,1 Year,Next Day,x86 1.0GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",26.17,27.07,1.51,2.69,Out of Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS22P Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
239,LIC-MS22P-1D,1,EOS Meraki MS22P Enterprise License and Support-1 Day,Switches,Meraki MS License,License,8,10G,PoE+,No,License,L3,836,256MB,2MB,400Gbps,3.0μs,"USB, Network",8 x 10G Ethernet,Premium,CORE,1174.1,1084.386842690698,946.4191137473226,5 Years,NBD,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",31.98,26.09,4.97,2.57,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,EOS Meraki MS22P Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1059,LIC-MS22P-1YR,1,"EOS Meraki MS22P Enterprise License and Support, 1YR",Switches,MS License,License,24,1G,UPOE,Yes,License,L3,643,64MB,1MB,200Gbps,2.0μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,2509.75,2271.157280010706,1801.458254929895,5 Years,NBD,x86 1.0GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",34.35,30.75,4.84,2.56,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS22P Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
236,LIC-MS22P-3YR,1,"EOS Meraki MS22P Enterprise License and Support, 3YR",Switches,Meraki MS License,License,48,10G,UPOE,No,License,L3,642,64MB,4MB,200Gbps,2.0μs,"Console, Network",48 x 10G Ethernet,Premium,CORE,2905.13,2583.708628090028,2404.685799425682,Lifetime,4HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",33.8,35.16,4,6.17,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS22P Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
1061,LIC-MS22P-5YR,1,"EOS Meraki MS22P Enterprise License and Support, 5YR",Switches,MS License,License,12,10G,PoE++,No,License,L3,732,128MB,4MB,50Gbps,3.0μs,"Console, USB, Network",12 x 10G Ethernet,Premium,CORE,1061.7,916.8732623774797,809.2801283029999,5 Years,24HR,x86 1.0GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",31.39,35.45,3.02,9.46,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS22P Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
1062,LIC-MS22P-7YR,1,"EOS Meraki MS22P Enterprise License and Support, 7YR",Switches,MS License,License,12,10G,UPOE,No,License,L3,1191,512MB,4MB,100Gbps,3.0μs,"USB, Network",12 x 10G Ethernet,Performance,CORE,982.43,917.7111459646331,751.8101816956935,5 Years,Next Day,x86 1.8GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",28.85,23.13,1.68,12.44,Limited Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS22P Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
676,LIC-MS250-24-10YR,1,"Meraki MS250-24 Enterprise License and Support, 10YR",Switches,Meraki MS License,License,24,1G,,No,License,L3,519,128MB,8MB,50Gbps,3.0μs,"Console, Network",24 x 1G Ethernet,Essential,CORE,1543.68,1361.577748366399,1092.458073535974,1 Year,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",30.38,39.63,3.57,7.4,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24 Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
1504,LIC-MS250-24-1D,1,Meraki MS250-24 Enterprise License and Support-1 Day,Switches,MS License,License,24,10G,,Yes,License,L3,432,512MB,2MB,100Gbps,1.5μs,"USB, Network",24 x 10G Ethernet,Performance,CORE,2105.48,1975.541964282611,1558.200148589478,5 Years,4HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",31.85,34.24,4.22,6.48,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS250-24 Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1500,LIC-MS250-24-1YR,1,"Meraki MS250-24 Enterprise License and Support, 1YR",Switches,MS License,License,24,10G,,No,License,L3,938,128MB,8MB,100Gbps,3.0μs,"USB, Network",24 x 10G Ethernet,Performance,CORE,2167.03,2056.919280642424,1702.433786272705,1 Year,Next Day,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",17.38,21.74,2.33,3.08,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24 Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
1501,LIC-MS250-24-3YR,1,"Meraki MS250-24 Enterprise License and Support, 3YR",Switches,MS License,License,24,Multi-Gig,,No,License,L3,742,256MB,1MB,200Gbps,2.0μs,"Console, Network",24 x Multi-Gig Ethernet,Premium,CORE,4678.28,4172.471346266372,3937.627199590769,3 Years,24HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",21.16,23.29,1.39,10.03,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24 Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
679,LIC-MS250-24-5YR,1,"Meraki MS250-24 Enterprise License and Support, 5YR",Switches,Meraki MS License,License,24,Multi-Gig,,No,License,L3,505,64MB,8MB,100Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,3016.01,2806.76800167956,2354.37013447223,1 Year,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",23.39,26.07,3.02,7.64,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24 Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
680,LIC-MS250-24-7YR,1,"Meraki MS250-24 Enterprise License and Support, 7YR",Switches,Meraki MS License,License,24,Multi-Gig,,No,License,L3,188,128MB,1MB,100Gbps,1.5μs,"Console, Network",24 x Multi-Gig Ethernet,Essential,CORE,5608.65,4959.244854861137,4335.213980531388,3 Years,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",19.53,26.63,4.27,10,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24 Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
682,LIC-MS250-24P-10YR,1,"Meraki MS250-24P Enterprise License and Support, 10YR",Switches,Meraki MS License,License,24,10G,UPOE,Yes,License,L3,1027,256MB,1MB,100Gbps,1.5μs,"USB, Network",24 x 10G Ethernet,Premium,CORE,401.0,354.0018657431638,335.5584312141813,1 Year,NBD,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",32.06,35.97,3.86,5.58,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24P Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
687,LIC-MS250-24P-1D,1,Meraki MS250-24P Enterprise License and Support-1 Day,Switches,Meraki MS License,License,24,1G,UPOE,No,License,L3,610,64MB,4MB,100Gbps,2.0μs,"USB, Network",24 x 1G Ethernet,Performance,CORE,3016.01,2627.695012670655,2214.488096296227,3 Years,24HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",20.18,24.88,4.29,14.01,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS250-24P Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1506,LIC-MS250-24P-1YR,1,"Meraki MS250-24P Enterprise License and Support, 1YR",Switches,MS License,License,24,1G,PoE++,Yes,License,L3,923,128MB,8MB,200Gbps,1.5μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,1962.26,1760.877662743723,1482.449682030402,3 Years,Next Day,x86 1.0GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",31.36,36.15,2.71,6.87,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24P Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
1507,LIC-MS250-24P-3YR,1,"Meraki MS250-24P Enterprise License and Support, 3YR",Switches,MS License,License,24,10G,PoE++,No,License,L3,392,512MB,1MB,100Gbps,3.0μs,"Console, USB, Network",24 x 10G Ethernet,Premium,CORE,1680.86,1523.518579775309,1290.498948894163,5 Years,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",44.03,28.44,3.99,7.54,In Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24P Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
685,LIC-MS250-24P-5YR,1,"Meraki MS250-24P Enterprise License and Support, 5YR",Switches,Meraki MS License,License,24,10G,PoE+,Yes,License,L3,406,64MB,1MB,100Gbps,2.0μs,"Console, USB, Network",24 x 10G Ethernet,Performance,CORE,3516.5,3273.918101040931,2589.739815506482,1 Year,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",21.99,37.58,2.67,12.57,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24P Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
1509,LIC-MS250-24P-7YR,1,"Meraki MS250-24P Enterprise License and Support, 7YR",Switches,MS License,License,24,Multi-Gig,UPOE,Yes,License,L3,389,256MB,4MB,100Gbps,2.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,972.34,864.0799983585102,811.7273682656231,1 Year,24HR,x86 1.8GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",35.66,30.19,4.24,6.7,Out of Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-24P Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
688,LIC-MS250-48-10YR,1,"Meraki MS250-48 Enterprise License and Support, 10YR",Switches,Meraki MS License,License,48,1G,,Yes,License,L3,124,256MB,8MB,200Gbps,2.0μs,"Console, USB, Network",48 x 1G Ethernet,Performance,CORE,3016.01,2860.109908124292,2375.166471951716,1 Year,4HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",25.39,37.55,3.5,9.9,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48 Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
693,LIC-MS250-48-1D,1,Meraki MS250-48 Enterprise License and Support-1 Day,Switches,Meraki MS License,License,48,10G,,Yes,License,L3,891,256MB,8MB,50Gbps,2.5μs,"USB, Network",48 x 10G Ethernet,Essential,CORE,8241.0,7026.896851297024,6814.761275042345,1 Year,NBD,x86 1.0GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",16.72,24.05,2.38,7.45,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS250-48 Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
689,LIC-MS250-48-1YR,1,"Meraki MS250-48 Enterprise License and Support, 1YR",Switches,Meraki MS License,License,48,1G,,Yes,License,L3,1122,64MB,4MB,100Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,5376.75,4647.788824739702,4361.174899591094,1 Year,Next Day,x86 1.0GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",30.66,31.52,3.34,14.22,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48 Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
690,LIC-MS250-48-3YR,1,"Meraki MS250-48 Enterprise License and Support, 3YR",Switches,Meraki MS License,License,48,Multi-Gig,,Yes,License,L3,797,128MB,1MB,100Gbps,2.0μs,"USB, Network",48 x Multi-Gig Ethernet,Essential,CORE,3316.5,2959.27433095786,2378.599337354477,5 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",33.32,20.83,3.87,8.93,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48 Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
691,LIC-MS250-48-5YR,1,"Meraki MS250-48 Enterprise License and Support, 5YR",Switches,Meraki MS License,License,48,10G,,Yes,License,L3,654,512MB,8MB,400Gbps,2.5μs,"USB, Network",48 x 10G Ethernet,Essential,CORE,5527.5,4740.065428623171,4086.472326498014,Lifetime,24HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",19.24,39.04,3.94,10.95,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48 Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
692,LIC-MS250-48-7YR,1,"Meraki MS250-48 Enterprise License and Support, 7YR",Switches,Meraki MS License,License,48,Multi-Gig,,No,License,L3,131,128MB,8MB,200Gbps,1.5μs,"Console, Network",48 x Multi-Gig Ethernet,Essential,CORE,2763.75,2540.750306411731,2202.102989024298,3 Years,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",31.53,32.3,2.25,8.2,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48 Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
694,LIC-MS250-48FP-10Y,1,"Meraki MS250-48FP Enterprise License and Support, 10YR",Switches,Meraki MS License,License,48,1G,PoE+,No,License,L3,194,64MB,1MB,200Gbps,2.0μs,"Console, Network",48 x 1G Ethernet,Essential,CORE,3009.98,2728.004799858184,2263.095877704456,5 Years,4HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",26.06,20.09,1.47,14.13,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS250-48FP Enterprise License and Support, 10YR",,License,,,,,,,,,,,,
